微博正文,是否原创,发布时间,发布工具,点赞数,转发数,评论数
",好汉,小伙三次跳进河中,一口气连救五个人,26日,江苏小伙曹明驾车时,见到前方一面包车突然撞上路边桥墩,冲进河里,他立刻停车,来不及脱衣就跳入4米多深的河里救人,连游3个回合,将车上5人全救起,又帮忙起吊车辆,然后默默离开,他说救人是本能,总不能见死不救吧,三次跳进河中,一口气连救五个人,组图共2张,原图,",True,2016-08-31 16:24,人民日报微博,70875,2705,5784
",又退群,美国宣布退出联合国人权理事会,美国官员19日宣布,美国退出联合国人权理事会,美国常驻联合国代表黑莉当天下午在美国国务院对媒体宣布了这一决定,美方声称联合国人权理事会对以色列,存在偏见,及,无法有效保护人权,据美媒此前报道,联合国人权事务高级官员扎伊德,拉阿德,侯赛因批评特朗普政府的移民政策,指责美国政府虐待儿童,今年以来,美墨边境1995名移民儿童被强行从父母身边带走,骨肉分离的悲剧引发舆论强烈反弹,自特朗普上任以来,美国接连退出,巴黎协定,联合国教科文组织,以及伊朗核问题全面协议,新华社,原图,",True,2018-06-20 06:57,微博 weibo.com,39148,12629,27445
"兄弟们,我们来送你们最后一程,四川木里县森林大火,30名牺牲人员被批准为烈士,人民日报的秒拍视频,",True,2019-04-04 11:59,微博 weibo.com,62830,9420,6970
",八旬院士卢永根罹患重病,将毕生积蓄880万捐给教育事业,87岁的中国科学院院士卢永根,曾为我国水稻遗传研究作出杰出贡献,因罹患癌症,他自觉时日无多,便与夫人商量,决定捐出所有积蓄8809446元,华南农业大学用这笔款设立了教育基金,用于奖励贫困学生与优秀青年教师,而他自己家里,家徒四壁,无言的火花,院士卢永根捐出毕生积蓄880多万元,",True,2017-10-14 20:06,微博 weibo.com,68253,6180,4760
",全国两会,正在直播,国务委员兼外交部长王毅答记者问,3月8日10时,十三届全国人大二次会议新闻中心将举行记者会,邀请国务委员兼外交部长王毅就,中国外交政策和对外关系,相关问题回答中外记者提问,人民日报,带你直击现场,人民日报的微博直播,",True,2019-03-08 09:36,微博网页版,74272,3866,1024
"据说这张图说出了很多人的心声,十年对比挑战,原图,",True,2019-02-05 08:35,新媒体聚合平台,62543,10221,6273
",觉得记性越来越差的同学速看,45招练就最强大脑,推荐,刚放下的东西,转身就找不到,一直找手机,结果发现就握在手里,话在嘴边,就是想不起来,你开玩笑说是,初老症,其实可能是大脑需要调养了,少熬夜,适当运动,学学新游戏,大声朗读,快速增强记忆力的45个方法,关乎,头等大事,转存,组图共9张,原图,",True,2017-04-09 09:00,微博 weibo.com,31985,44258,2784
",还记得,猪坚强,吗,12岁了,相当于人类的90多岁,建川博物馆馆长樊建川近日发布了一段,猪坚强,蹒跚踱步的视频,引来不少网友感慨,2008年汶川地震,1岁的它被埋废墟下36天,竟靠着吃木炭和雨水活下来,如今它已12岁了,步履有些蹒跚,但仍坚强活着,红星视频的秒拍视频,",True,2019-02-16 17:07,微博 weibo.com,57924,8174,12927
",你被这条微博感动了吗,66年前,开国大典,当时飞机少,您说要飞两遍,如今,我们的飞机很多,再也不用飞两遍了,这盛世,如您所愿,山河如锦,国泰民安,周恩来总理,当年送您十里长街,今天陪您看十里繁华,纪念抗战胜利阅兵,缅怀逝者,一张长图告慰周总理,飞机不用飞两遍了,要飞多少有多少,原图,",True,2015-09-04 09:17,人民日报微博,39596,36474,2879
",今天,怀念人民的好总理,他把所有的心装进心里,他把所有的爱握在手中,他把所有的伤痛藏在身上,他把所有的生命归还世界,他,就是这样的人,50多年革命生涯,26年总理任期,他鞠躬尽瘁,他离去,身后没子女也没财产,却有十里长街百万群众洒泪送别,今天,周总理逝世39周年,我们永远怀念您,组图共9张,原图,",True,2015-01-08 07:27,微博 weibo.com,38876,32673,7333
",人民直播,围观北影艺考,今天是,北京电影学院,艺考第三天,招生工作依旧火爆,尤其是表演学院更是大家关注的焦点,2017年,该学院报考人数再创新高,TFBOYS,王俊凯,林妙可,等明星考生或将参加哦,戳,直击北京电影学院艺考现场,或许能偶遇你的爱豆,微博直播,",True,2017-02-10 08:31,微博网页版,67552,3349,7833
",嫦娥四号将于明天凌晨发射升空,12月8日凌晨2点14分至2点36分,我国将在西昌卫星发射中心利用长征三号乙改进型运载火箭发射嫦娥四号的着陆器和巡视器,月球车,对月球背面南极艾特肯盆地开展着陆巡视探测,实现人类首次月球背面软着陆和巡视勘察,一起关注,嫦娥四号探月,嫦娥四号,将于12月8日凌晨在西昌发射升空,组图共2张,原图,",True,2018-12-07 22:29,新媒体聚合平台,57789,11891,9036
",感动,露宿街头钱财被偷光,瓜农急哭落泪众人帮,27日,郑州一瓜农千元现金和手机被偷走,心急如焚,暗自落泪,众多市民伸出援手买瓜,一企业还将剩下的4000斤瓜一并买下,送给自己工地的农民工,并捐款1000元,瓜农感激涕零,",True,2017-06-28 18:49,新媒体聚合平台,61398,5830,11429
",美剧不能同步看了,明年起海外剧延迟半年播出,在2014中国影视艺术创新峰会,记者了解到,2015年海外剧引进窗口滞后期约半年,广电总局实施,限外令,视频网站海外剧引进须有许可证,第一时间同步追境外热门美剧,韩剧,已无法实现,对此,有业内人士担忧盗版卷土重来,业内人士担忧盗版反扑,组图共9张,原图,",True,2014-12-15 14:46,微博 weibo.com,6129,45259,27215
",一起看奥运,太不容易了,中国3,2战胜东道主巴西队,恭喜中国女排,以3,2战胜东道主巴西队,获得1,4决赛的胜利,女排姑娘好样的,组图共9张,原图,",True,2016-08-17 11:29,人民日报微博,49608,21670,7322
",你奋不顾身的样子真帅,95后,聋哑外卖小哥飞身勇救落水老人,7日,安徽黄山,一位老人不慎跌落河中,危急时刻,路过的聋哑外卖小哥周健飞奔至桥头,纵身跃入河中,老人成功获救,他用手语比划,游泳是我的一个特长,春夏秋冬什么季节都可以,看见老人需要帮助就去救了,小央视频的秒拍视频,",True,2019-05-09 18:52,微博 weibo.com,67250,6566,4736
",被气到掐人中自救哈哈哈,成都,戏精,警察蜀黍火了,人民币面值没有四元,其次,此币无水印,无凹凸感,领口无纹路,看到犯罪嫌疑人使用如此假得过分的纸币,气炸的民警不禁为自己掐起了人中,近日,这条普法短视频火了,平安天府,警察叔叔提醒,抵制假币,人人有责,平安天府的微博视频,",True,2019-01-13 14:58,新媒体聚合平台,55144,15432,7951
",你愿为他们转吗,悬崖上的,蜘蛛侠,每年捡垃圾80余吨,悬崖,陡坡,巨石,河南焦作云台山风景区,有一群,蜘蛛侠,飞悬崖走峭壁捡拾垃圾,一年捡80余吨,腰间的安全绳是他们的唯一保障,有人因劝阻扔垃圾游客,被回呛,你就一个扫垃圾的,管那么多干嘛,峭壁上的清山工请转善待他们,组图共9张,原图,",True,2017-04-28 11:35,新媒体聚合平台,60410,13628,4404
",下决心考研了吗,看看网友手绘的考研心路历程,考研时间今日确定,2016年12月24日至12月25日,每天上午8,30,11,30,下午14,00,17,00,超过3小时的考试科目在12月26日进行,你真的下定决心考研吗,给自己一个足够的理由,坚持走到底,组图共9张,原图,",True,2016-09-06 12:45,人民日报微博,39011,23127,16304
",开学了,体育老师爸爸给孩子画的书皮,服不服,今天一早,杭州小学生小郑发现课本变了样,原来,因为塑料封套异味大,郑爸决定换成牛皮纸,再画点孩子喜欢的图案,他选定丰子恺的漫画作品临摹,勾线用软笔,水彩笔上色,据了解,郑爸是一名小学体育老师,",True,2017-02-14 22:38,新媒体聚合平台,65737,7322,5318
",今天,请为这些年轻的面孔转发微博,哈尔滨仓库火灾,3名殉职消防战士均为90后,赵子龙,1996年出生,18岁,傅仁超,1995年出生,19岁,张晓凯,1995年出生,19岁,目前仍有两名消防战士失踪,20岁的侯宝森,22岁的杨小伟,搜救还在持续,转起,向牺牲的年轻消防战士致敬,为失踪战士祈福,组图共3张,原图,",True,2015-01-03 12:09,人民日报微博,28373,40251,9727
",高能,女孩被批评后教育家长,要用古诗来骂人,近日,一段,小女孩训家长,的视频火爆网络,视频中,小女孩因被家长批评,语重心长,教育家长如何正确对待孩子,小女孩说,家长应该用文明的语言来骂人,比如用古诗,名句来骂人,网友,有理有据,无法反驳燃新闻的秒拍视频,",True,2019-02-25 08:55,微博 weibo.com,51065,19951,7283
",一起转发这条微博,和爱豆唱出,我爱你中国,快来和,TFBOYS组合,一起唱,我爱你中国,除了在微博上传自己的演唱视频,你还可以在秒拍,我爱你中国,活动专区上传视频,参与活动不仅有机会获得定制奖品,你的精彩视频还可能和偶像一起,亮相公交,地铁和城市大屏,人民日报的秒拍视频,",True,2017-10-01 10:00,新媒体聚合平台,25394,24852,27938
",今天,你愿为这位老人转发吗,袁隆平,世界著名杂交水稻专家,获首届国家最高科学奖,从事杂交水稻研究半个世纪,为解决人民粮食问题作出卓越贡献,今年7月,他全程用英语向世界介绍超级杂交水稻,赢得全场掌声,人民日报的秒拍视频今天是袁隆平院士88虚岁生日,转发,祝福,",True,2017-09-07 17:40,新媒体聚合平台,56981,17695,3489
",感谢4000万个你,转发微博送大礼,上线3年3个月,迎来,人民日报,第4000万个粉丝,每次转发,评论,点赞,批评,对我们都是鼓励,是鞭策,今天,转发微博,参加粉丝回馈抽奖,Surface,Apple,Watch,运动手环送给你,之后的日子,希望能得到一如既往的关注与支持,而我们,也会更努力,愿不负信任,",True,2015-10-21 08:15,微博 weibo.com,16577,49158,12407
",大年初二,又有一位警察以身殉职,正月初二凌晨,一场恶劣天气横扫辽宁地区,雨夹雪转中雪,为确保群众出行安全,铁岭市公安局交通警察支队巡逻防控大队民警罗振波等三人上路巡逻,因路面积雪路滑,车辆失控,民警罗振波以身殉职,一路走好,大年初二,又有一位警察兄弟走了,组图共2张,原图,",True,2017-01-29 22:02,微博 weibo.com,65442,3485,9212
",男友天天做好吃的,女孩恋爱4个月长胖50斤男友,很有成就感,陕西西安的小张和男友小黄已经在一起快2年,小黄是四川人,做饭特别好吃,为讨女友欢心,他每天下班都变着花样做好吃的,导致小张4个月内体重由100斤暴涨到150斤,小张回老家,她妈妈看到女儿后都大吃一惊,一手video的秒拍视频,",True,2018-12-28 10:39,新媒体聚合平台,47867,10859,19280
",南京大学宿舍保洁阿姨手绘3D黑板报,同学,这让学美术的我怎么活,近日,南京大学,43岁的保洁阿姨吴立娣,因为在宿舍楼画黑板报,把南大校门口画出3D的感觉而走红,吴阿姨担任宿舍保洁已7个年头,星空,校园,寄语等黑板报她手到拈来,同学们大呼,太专业,画得太感人,紫金山视频的秒拍视频,",True,2018-11-30 16:10,新媒体聚合平台,63239,9265,5497
",暖视频,妈,小时候您牵着我的手,长大后我带您看风景,17日,陕西宝鸡一公园广场,有网友拍下动人画面,59岁的儿子推着90岁的老母亲在广场看风景,大爷说母亲几年前患脑溢血,现在他们兄弟姐妹四个一起照顾她,为了让母亲开心,会常常带她在广场及附近的风景区逛,大爷还时不时俯身给母亲讲看到的事情,人民日报的秒拍视频,",True,2018-11-20 14:50,新媒体聚合平台,56518,12915,8498
",美国纪录片,钓鱼岛是中国的,美国纪录片,钓鱼岛真相,11日在洛杉矶首映,影片探究了钓鱼岛的历史,制片人希望通过影片揭露真相,钓鱼岛几个世纪前就是中国的,美国应鼓励日本立即归还钓鱼岛,并就战争罪行向中国道歉,",True,2014-03-13 07:44,人民日报微博,35648,34265,7985
",高考成绩超一本线67分,他为了攒钱上大学,曾5天没吃一顿米饭,重庆的曾辉,今年高考成绩高于一本线67分,被福州大学录取,高中3年,他只在高一从家里带了2000元学费,此后,他再没有从家里要过一分钱,曾有一周5天就没吃过饭,饼干就水充饥,最后无力到差点跪下去,为了节省开销,他长期不吃午餐,从不稳定的奖学金和资助中攒下了4000元,一起帮帮他,曾辉,13527548344,人民日报的秒拍视频,",True,2017-08-06 10:49,微博 weibo.com,59380,5343,13167
",中国女排惊天逆转,中国女排3,2力克意大利,夺香港站冠军,2019年世界女排联赛中国香港站,中国女排和意大利女排上演经典对决,中国女排在开局慢热,两局落后的情况下顽强拼搏,连扳三局实现惊天逆转,3,2击败意大利,三战全胜夺得本站冠军,这就是女排精神,感谢两队带来的精彩比赛,五局比分,18,25,22,25,25,23,26,24,15,13,大场面女王,朱婷连发三球带走比赛,",True,2019-06-06 23:09,微博 weibo.com,58895,14074,4849
",19岁武警战士身中13弹,仍追击800米擒获歹徒,19岁的张豪是名武警战士,在抓捕抢劫团伙时,他冲在最前面,不幸中弹,他忍痛追击近800米将嫌犯擒获,将嫌疑人扭送给战友后,他用微弱的声音说,队长,我好像中弹了,战友们这才发现张豪衣袖,裤腿已被血浸透,19岁武警身中数弹后,仍与歹徒殊死搏斗,英雄,致敬,原图,",True,2017-06-05 12:01,新媒体聚合平台,67657,4204,5814
",点赞,怀孕8个月准妈妈路边摔倒,公交司机停车后一秒下车施救,10月17日,山东济南,一怀孕8个月的孕妇从电动车上摔了下来,此时K164路公交司机陈松驾车经过,毫不犹豫停车帮忙,在多名路人的共同帮助下,孕妇被扶至路边休息,据了解,陈松曾是名军人,曾多次救助过他人,人民日报的秒拍视频,",True,2018-10-18 16:32,微博 weibo.com,64080,6294,7290
